,identificacao,activity,number_steps_x,Unnamed: 0,CompleteTimestamp,timestamp,number_steps_y,is_first_step,timestamp_shift,duracao,tempo_restante_conclusao,tempo_passado,day,month,year,day_of_week,is_weekend,quarter,is_quarter_end,hour,minute,second,steps,activity_cat
5035,3504,9,6,10437,2011-01-17 22:29:46,2011-01-17 22:29:46,6,0,2011-01-24 18:49:04,6.846736111111111,19.136458333333334,0.0001620370370361,17,1,2011,0,0,1,0,22,29,46,6,8
5036,358,1,4,997,2010-09-17 22:02:58,2010-09-17 22:02:58,4,1,2010-09-17 23:48:16,0.073125,3.933576388888889,0.0,17,9,2010,4,0,3,0,22,2,58,4,0
5037,358,1,4,998,2010-09-17 23:48:16,2010-09-17 23:48:16,4,0,2010-09-21 20:27:07,3.8603125,3.9334375,0.0,17,9,2010,4,0,3,0,23,48,16,4,0
5038,3970,6,3,11817,2012-05-23 18:10:45,2012-05-23 18:10:45,3,0,0 days 00:00:00,0.0,0.0030671296296296,0.0030671296296296,23,5,2012,2,0,2,0,18,10,45,3,5
5039,2513,8,3,7495,2010-10-14 18:43:30,2010-10-14 18:43:30,3,0,2010-10-25 21:05:22,11.09851851851852,11.09851851851852,0.0,14,10,2010,3,0,4,0,18,43,30,3,7
5040,2838,8,6,8471,2010-10-07 14:58:31,2010-10-07 14:58:31,6,0,2010-10-15 17:27:51,8.103703703703705,19.97150462962963,0.0,7,10,2010,3,0,4,0,14,58,31,6,7
5041,2838,8,6,8474,2010-10-25 15:28:52,2010-10-25 15:28:52,6,0,2010-10-25 15:29:00,9.25925925925926e-05,13.289432870370373,3.235208333333333,25,10,2010,0,0,4,0,15,28,52,6,7
5042,1940,8,3,5770,2011-04-28 22:52:25,2011-04-28 22:52:25,3,0,2011-05-04 20:53:50,5.917650462962963,5.917650462962964,0.0,28,4,2011,3,0,2,0,22,52,25,3,7
5043,117,8,3,301,2012-07-20 16:49:34,2012-07-20 16:49:34,3,0,2012-07-20 22:44:15,0.2463078703703703,0.9098263888888888,0.0,20,7,2012,4,0,3,0,16,49,34,3,7
5044,830,6,4,2389,2010-09-09 00:21:08,2010-09-09 00:21:08,4,0,0 days 00:00:00,0.0,0.0029050925925926,0.0027199074074073,9,9,2010,3,0,3,0,0,21,8,4,5
5045,2731,8,3,8134,2011-05-30 17:32:39,2011-05-30 17:32:39,3,0,2011-05-30 18:32:04,0.041261574074074,0.041261574074074,0.0,30,5,2011,0,0,2,0,17,32,39,3,7
5046,1867,8,10,5558,2011-05-19 21:33:09,2011-05-19 21:33:09,10,0,2011-05-19 21:33:48,0.0004513888888888,17.99875,0.0,19,5,2011,3,0,2,0,21,33,9,10,7
5047,1867,8,10,5559,2011-05-19 21:33:48,2011-05-19 21:33:48,10,0,2011-05-20 15:11:34,0.7345601851851852,17.998414351851853,0.000115740740739,19,5,2011,3,0,2,0,21,33,48,10,7
5048,1867,8,10,5560,2011-05-20 15:11:34,2011-05-20 15:11:34,10,0,2011-05-23 20:40:14,3.2282407407407407,17.99810185185185,0.0004513888888872,20,5,2011,4,0,2,0,15,11,34,10,7
5049,1867,8,10,5562,2011-05-30 15:35:08,2011-05-30 15:35:08,10,0,2011-05-30 15:36:14,0.0007638888888888,17.79574074074074,0.0116898148148152,30,5,2011,0,0,2,0,15,35,8,10,7
5050,1867,8,10,5564,2011-06-06 16:22:01,2011-06-06 16:22:01,10,0,2011-06-06 16:38:51,0.0116898148148148,14.770625,0.7345601851851846,6,6,2011,0,0,2,0,16,22,1,10,7
5051,1867,8,10,5565,2011-06-06 16:38:51,2011-06-06 16:38:51,10,0,2011-06-06 21:31:21,0.203125,11.21074074074074,3.228240740740741,6,6,2011,0,0,2,0,16,38,51,10,7
5052,4087,8,4,12187,2012-01-13 17:34:29,2012-01-13 17:34:29,4,0,2012-02-03 20:51:14,21.13663194444445,27.14435185185185,0.0,13,1,2012,4,0,1,0,17,34,29,4,7
5053,3619,1,3,10760,2010-10-29 18:19:11,2010-10-29 18:19:11,3,1,2010-11-12 23:03:48,14.197650462962963,18.02221064814815,0.0,29,10,2010,4,0,4,0,18,19,11,3,0
5054,1804,6,3,5351,2011-04-20 23:08:23,2011-04-20 23:08:23,3,0,0 days 00:00:00,0.0,0.6471990740740736,0.6471990740740736,20,4,2011,2,0,2,0,23,8,23,3,5
5055,2869,1,5,8565,2011-06-14 21:14:44,2011-06-14 21:14:44,5,1,2011-07-07 18:46:13,22.896863425925925,27.03283564814815,0.0,14,6,2011,1,0,2,0,21,14,44,5,0
5056,3828,8,6,11376,2012-02-24 21:05:56,2012-02-24 21:05:56,6,0,2012-03-01 20:11:05,5.961909722222222,9.99525462962963,0.0,24,2,2012,4,0,1,0,21,5,56,6,7
5057,3828,8,6,11378,2012-03-05 17:16:38,2012-03-05 17:16:38,6,0,2012-03-05 17:19:49,0.0022106481481481,9.84324074074074,0.0022106481481483,5,3,2012,0,0,1,0,17,16,38,6,7
5058,2660,6,3,7928,2011-04-06 21:22:58,2011-04-06 21:22:58,3,0,0 days 00:00:00,0.0,8.101851851805009e-05,8.101851851805009e-05,6,4,2011,2,0,2,0,21,22,58,3,5
5059,2724,1,4,8104,2011-09-22 22:38:56,2011-09-22 22:38:56,4,1,2011-09-27 18:06:08,4.810555555555555,5.985046296296296,0.0,22,9,2011,3,0,3,0,22,38,56,4,0
5060,1705,8,3,5057,2010-11-10 17:36:09,2010-11-10 17:36:09,3,0,2010-11-10 17:37:45,0.0011111111111111,0.0083680555555555,0.0,10,11,2010,2,0,4,0,17,36,9,3,7
5061,3816,9,4,11343,2011-07-21 17:51:17,2011-07-21 17:51:17,4,0,2011-07-22 17:26:30,0.982789351851852,7.977928240740741,0.0001620370370378,21,7,2011,3,0,3,0,17,51,17,4,8
5062,2502,8,3,7461,2010-03-16 23:25:16,2010-03-16 23:25:16,3,0,2010-03-17 20:10:57,0.8650578703703704,21.15548611111111,0.0,16,3,2010,1,0,1,0,23,25,16,3,7
5063,2529,6,3,7549,2010-12-06 17:00:53,2010-12-06 17:00:53,3,0,0 days 00:00:00,0.0,0.0084953703703702,0.0084953703703702,6,12,2010,0,0,4,0,17,0,53,3,5
5064,2543,8,3,7586,2010-12-17 19:46:01,2010-12-17 19:46:01,3,0,2010-12-28 17:51:11,10.92025462962963,13.978761574074072,0.0,17,12,2010,4,0,4,0,19,46,1,3,7
5065,1724,9,6,5113,2011-02-28 20:41:09,2011-02-28 20:41:09,6,0,2011-03-18 23:47:03,18.12909722222222,29.83659722222222,0.0,28,2,2011,0,0,1,0,20,41,9,6,8
5066,1724,9,6,5115,2011-03-18 23:47:11,2011-03-18 23:47:11,6,0,2011-03-23 20:12:52,4.851168981481481,24.98552083333333,0.0001620370370361,18,3,2011,4,0,1,0,23,47,11,6,8
5067,4015,1,3,11959,2012-07-02 16:30:42,2012-07-02 16:30:42,3,1,2012-07-02 18:41:41,0.0909606481481481,2.027384259259259,0.0,2,7,2012,0,0,3,0,16,30,42,3,0
5068,4414,6,5,13205,2011-05-09 16:57:40,2011-05-09 16:57:40,5,0,0 days 00:00:00,0.0,4.9047222222222215,4.90400462962963,9,5,2011,0,0,2,0,16,57,40,5,5
5069,1670,8,5,4951,2010-07-23 23:40:40,2010-07-23 23:40:40,5,0,2010-07-23 23:44:43,0.0028125,4.9662500000000005,0.0,23,7,2010,4,0,3,0,23,40,40,5,7
5070,1670,8,5,4953,2010-07-27 22:46:11,2010-07-27 22:46:11,5,0,2010-07-27 22:46:18,8.101851851851852e-05,3.962245370370371,0.0028125000000001,27,7,2010,1,0,3,0,22,46,11,5,7
5071,1012,1,3,2939,2010-05-25 23:14:28,2010-05-25 23:14:28,3,1,2010-05-28 23:38:09,3.016446759259259,3.016863425925926,0.0,25,5,2010,1,0,2,0,23,14,28,3,0
5072,4296,1,3,12842,2010-05-11 22:05:51,2010-05-11 22:05:51,3,1,2010-05-11 22:06:08,0.0001967592592592,0.0489814814814814,0.0,11,5,2010,1,0,2,0,22,5,51,3,0
5073,3891,1,3,11577,2012-07-26 18:44:23,2012-07-26 18:44:23,3,1,2012-07-26 19:28:24,0.0305671296296296,0.0310185185185185,0.0,26,7,2012,3,0,3,0,18,44,23,3,0
5074,194,1,3,523,2012-02-08 20:28:03,2012-02-08 20:28:03,3,1,2012-02-10 19:28:30,1.9586458333333332,26.0021412037037,0.0,8,2,2012,2,0,1,0,20,28,3,3,0
5075,1282,8,7,3781,2010-07-02 20:24:18,2010-07-02 20:24:18,7,0,2010-07-02 20:24:33,0.0001736111111111,27.82667824074074,0.0001967592592606,2,7,2010,4,0,3,0,20,24,18,7,7
5076,1282,8,7,3783,2010-07-29 16:22:16,2010-07-29 16:22:16,7,0,2010-07-29 16:22:33,0.0001967592592592,26.99047453703704,0.1461574074074079,29,7,2010,3,0,3,0,16,22,16,7,7
5077,207,6,3,569,2011-07-11 15:42:06,2011-07-11 15:42:06,3,0,0 days 00:00:00,0.0,2.009409722222223,2.009409722222223,11,7,2011,0,0,3,0,15,42,6,3,5
5078,67,1,3,168,2010-12-31 00:03:15,2010-12-31 00:03:15,3,1,2011-01-11 17:40:08,11.73394675925926,13.862534722222222,0.0,31,12,2010,4,0,4,1,0,3,15,3,0
5079,2043,1,3,6098,2012-01-10 18:43:19,2012-01-10 18:43:19,3,1,2012-01-10 18:43:37,0.0002083333333333,3.0713194444444443,0.0,10,1,2012,1,0,1,0,18,43,19,3,0
5080,1279,8,4,3769,2010-09-21 15:12:53,2010-09-21 15:12:53,4,0,2010-09-21 15:13:28,0.0004050925925925,3.641701388888889,0.0004050925925924,21,9,2010,1,0,3,0,15,12,53,4,7
5081,1203,6,3,3543,2011-10-03 18:39:13,2011-10-03 18:39:13,3,0,0 days 00:00:00,0.0,0.0044560185185176,0.0044560185185176,3,10,2011,0,0,4,0,18,39,13,3,5
5082,3446,8,3,10250,2012-02-14 00:30:02,2012-02-14 00:30:02,3,0,2012-02-15 18:18:13,1.7417939814814816,1.7417939814814816,0.0,14,2,2012,1,0,1,0,0,30,2,3,7
5083,3541,1,4,10542,2010-05-31 23:57:57,2010-05-31 23:57:57,4,0,2010-05-31 23:58:03,6.944444444444444e-05,0.00125,0.0,31,5,2010,0,0,2,0,23,57,57,4,0
5084,3876,8,3,11539,2010-03-08 20:31:55,2010-03-08 20:31:55,3,0,2010-03-08 20:32:00,5.787037037037037e-05,0.0509837962962963,0.0,8,3,2010,0,0,1,0,20,31,55,3,7
5085,4304,1,4,12862,2012-04-02 22:36:46,2012-04-02 22:36:46,4,1,2012-04-03 18:51:10,0.8433333333333334,10.850844907407406,0.0,2,4,2012,0,0,2,0,22,36,46,4,0
5086,1046,6,3,3051,2012-04-02 18:12:04,2012-04-02 18:12:04,3,0,0 days 00:00:00,0.0,0.0001273148148148,0.0001273148148148,2,4,2012,0,0,2,0,18,12,4,3,5
5087,752,8,3,2144,2012-04-26 21:03:20,2012-04-26 21:03:20,3,0,2012-05-11 23:42:41,15.110659722222222,15.110659722222222,0.0,26,4,2012,3,0,2,0,21,3,20,3,7
5088,1003,1,3,2916,2010-12-23 20:23:52,2010-12-23 20:23:52,3,1,2011-01-11 16:55:50,18.85553240740741,27.982766203703704,0.0,23,12,2010,3,0,4,0,20,23,52,3,0
5089,3064,1,3,9112,2012-01-20 18:10:34,2012-01-20 18:10:34,3,1,2012-01-20 23:06:37,0.2055902777777777,3.196898148148148,0.0,20,1,2012,4,0,1,0,18,10,34,3,0
5090,2139,8,6,6387,2012-06-13 18:34:51,2012-06-13 18:34:51,6,0,2012-06-19 23:52:12,6.220381944444444,44.11207175925926,0.0,13,6,2012,2,0,2,0,18,34,51,6,7
5091,2139,8,6,6389,2012-07-25 16:23:29,2012-07-25 16:23:29,6,0,2012-07-25 16:23:43,0.000162037037037,42.96966435185185,1.0607291666666685,25,7,2012,2,0,3,0,16,23,29,6,7
5092,1852,1,3,5510,2012-03-02 18:27:06,2012-03-02 18:27:06,3,1,2012-03-02 18:27:20,0.000162037037037,0.2229282407407407,0.0,2,3,2012,4,0,1,0,18,27,6,3,0
5093,4273,1,6,12753,2011-04-18 18:00:17,2011-04-18 18:00:17,6,1,2011-04-18 18:01:04,0.0005439814814814,29.110891203703705,0.0,18,4,2011,0,0,2,0,18,0,17,6,0
5094,4273,1,6,12754,2011-04-18 18:01:04,2011-04-18 18:01:04,6,0,2011-04-18 18:01:11,8.101851851851852e-05,29.110810185185187,0.0,18,4,2011,0,0,2,0,18,1,4,6,0
5095,276,8,4,770,2010-03-30 23:59:10,2010-03-30 23:59:10,4,0,2010-03-31 00:13:29,0.0099421296296296,0.0101157407407407,0.0001736111111111,30,3,2010,1,0,1,0,23,59,10,4,7
5096,3682,6,3,10915,2011-03-02 01:55:35,2011-03-02 01:55:35,3,0,0 days 00:00:00,0.0,0.0003009259259259,0.0003009259259259,2,3,2011,2,0,1,0,1,55,35,3,5
5097,3665,9,4,10885,2012-04-24 17:25:27,2012-04-24 17:25:27,4,0,2012-05-07 18:30:24,13.045104166666668,13.142766203703705,0.0976620370370362,24,4,2012,1,0,2,0,17,25,27,4,8
5098,4200,1,3,12520,2011-02-23 02:15:08,2011-02-23 02:15:08,3,1,2011-02-23 22:31:04,0.8443981481481482,19.869467592592592,0.0,23,2,2011,2,0,1,0,2,15,8,3,0
5099,1244,8,3,3666,2012-01-09 20:30:54,2012-01-09 20:30:54,3,0,2012-01-09 20:34:14,0.0023148148148148,5.877002314814815,0.0,9,1,2012,0,0,1,0,20,30,54,3,7
5100,3986,6,3,11866,2012-06-05 18:31:21,2012-06-05 18:31:21,3,0,0 days 00:00:00,0.0,0.0001851851851851,0.0001851851851851,5,6,2012,1,0,2,0,18,31,21,3,5
5101,1721,8,3,5107,2011-02-10 23:09:04,2011-02-10 23:09:04,3,0,2011-02-10 23:11:33,0.001724537037037,0.001724537037037,0.0,10,2,2011,3,0,1,0,23,9,4,3,7
5102,1611,6,4,4774,2011-06-22 20:54:10,2011-06-22 20:54:10,4,0,0 days 00:00:00,0.0,0.0069560185185184,0.0068287037037036,22,6,2011,2,0,2,0,20,54,10,4,5
5103,1600,8,3,4750,2011-10-24 17:56:20,2011-10-24 17:56:20,3,0,2011-10-24 23:24:27,0.2278587962962963,0.2278587962962963,0.0,24,10,2011,0,0,4,0,17,56,20,3,7
5104,2088,1,4,6247,2010-02-04 19:37:45,2010-02-04 19:37:45,4,1,2010-02-04 20:01:28,0.0164699074074074,40.18813657407407,0.0,4,2,2010,3,0,1,0,19,37,45,4,0
5105,4459,9,4,13338,2012-02-13 18:57:14,2012-02-13 18:57:14,4,0,2012-02-16 01:43:38,2.2822222222222224,2.997013888888888,0.1789351851851854,13,2,2012,0,0,1,0,18,57,14,4,8
5106,3485,1,4,10370,2012-02-09 17:12:55,2012-02-09 17:12:55,4,1,2012-02-09 17:14:00,0.0007523148148148,0.0184837962962962,0.0,9,2,2012,3,0,1,0,17,12,55,4,0
5107,762,6,3,2176,2011-11-16 18:25:50,2011-11-16 18:25:50,3,0,0 days 00:00:00,0.0,0.7572800925925929,0.7572800925925929,16,11,2011,2,0,4,0,18,25,50,3,5
5108,1951,6,3,5817,2011-04-27 16:13:58,2011-04-27 16:13:58,3,0,0 days 00:00:00,0.0,0.0001157407407407,0.0001157407407407,27,4,2011,2,0,2,0,16,13,58,3,5
5109,71,1,3,178,2011-11-02 17:20:14,2011-11-02 17:20:14,3,1,2011-11-02 17:20:41,0.0003125,0.0621180555555555,0.0,2,11,2011,2,0,4,0,17,20,14,3,0
5110,76,6,2,192,2012-01-11 00:58:08,2012-01-11 00:58:08,2,0,0 days 00:00:00,0.0,0.0,0.0,11,1,2012,2,0,1,0,0,58,8,2,5
5111,2269,1,5,6740,2011-03-25 22:40:45,2011-03-25 22:40:45,5,1,2011-03-25 22:43:04,0.0016087962962962,18.80784722222222,0.0,25,3,2011,4,0,1,0,22,40,45,5,0
5112,1475,8,5,4343,2012-04-18 19:59:42,2012-04-18 19:59:42,5,0,2012-04-24 16:13:20,5.842800925925926,12.006365740740742,0.0,18,4,2012,2,0,2,0,19,59,42,5,7
5113,1475,8,5,4345,2012-04-26 23:04:06,2012-04-26 23:04:06,5,0,2012-04-30 20:08:52,3.878310185185185,8.218125,2.2852546296296303,26,4,2012,3,0,2,0,23,4,6,5,7
5114,2337,6,6,6963,2011-02-04 20:48:48,2011-02-04 20:48:48,6,0,0 days 00:00:00,0.0,8.13425925925926,7.8884953703703715,4,2,2011,4,0,1,0,20,48,48,6,5
5115,4287,6,4,12817,2011-10-06 22:12:05,2011-10-06 22:12:05,4,0,0 days 00:00:00,0.0,5.770601851851854,5.770520833333332,6,10,2011,3,0,4,0,22,12,5,4,5
5116,2057,6,3,6150,2010-07-12 18:35:30,2010-07-12 18:35:30,3,0,0 days 00:00:00,0.0,0.0002314814814816,0.0002314814814816,12,7,2010,0,0,3,0,18,35,30,3,5
5117,4435,6,3,13253,2011-05-19 00:06:48,2011-05-19 00:06:48,3,0,0 days 00:00:00,0.0,0.0003009259259258,0.0003009259259258,19,5,2011,3,0,2,0,0,6,48,3,5
5118,3076,2,6,9151,2011-07-22 16:19:31,2011-07-22 16:19:31,6,0,2011-07-22 16:19:44,0.0001504629629629,18.761516203703703,0.0001504629629636,22,7,2011,4,0,3,0,16,19,31,6,1
5119,3392,8,3,10100,2011-05-25 17:16:44,2011-05-25 17:16:44,3,0,2011-05-25 18:45:29,0.0616319444444444,0.0616319444444444,0.0,25,5,2011,2,0,2,0,17,16,44,3,7
5120,2914,6,2,8700,2012-06-12 22:01:27,2012-06-12 22:01:27,2,0,0 days 00:00:00,0.0,0.0,0.0,12,6,2012,1,0,2,0,22,1,27,2,5
5121,2393,1,3,7140,2011-02-02 22:36:09,2011-02-02 22:36:09,3,1,2011-02-02 23:34:25,0.0404629629629629,0.0405787037037037,0.0,2,2,2011,2,0,1,0,22,36,9,3,0
5122,80,6,3,198,2012-08-10 18:13:48,2012-08-10 18:13:48,3,0,0 days 00:00:00,0.0,1.11755787037037,1.11755787037037,10,8,2012,4,0,3,0,18,13,48,3,5
5123,3875,1,4,11534,2011-10-12 20:43:16,2011-10-12 20:43:16,4,1,2011-10-18 20:55:41,6.008622685185185,15.829930555555556,0.0,12,10,2011,2,0,4,0,20,43,16,4,0
5124,622,6,4,1752,2012-11-06 01:41:28,2012-11-06 01:41:28,4,0,0 days 00:00:00,0.0,0.8408217592592564,0.8404166666666697,6,11,2012,1,0,4,0,1,41,28,4,5
5125,3779,6,6,11218,2012-06-25 20:26:41,2012-06-25 20:26:41,6,0,0 days 00:00:00,0.0,8.071956018518518,7.335601851851852,25,6,2012,0,0,2,0,20,26,41,6,5
5126,62,1,2,156,2012-05-28 23:16:47,2012-05-28 23:16:47,2,1,2012-05-28 23:18:27,0.0011574074074074,0.0011574074074074,0.0,28,5,2012,0,0,2,0,23,16,47,2,0
5127,1024,6,4,2977,2011-07-18 16:33:09,2011-07-18 16:33:09,4,0,0 days 00:00:00,0.0,1.223587962962963,1.1377546296296297,18,7,2011,0,0,3,0,16,33,9,4,5
5128,2269,9,5,6742,2011-03-31 17:37:26,2011-03-31 17:37:26,5,0,2011-03-31 18:21:46,0.030787037037037,18.777060185185185,0.0016087962962956,31,3,2011,3,0,1,1,17,37,26,5,8
5129,111,6,7,285,2010-06-30 16:05:04,2010-06-30 16:05:04,7,0,2010-06-30 22:19:00,0.2596759259259259,2.9530787037037034,0.0010879629629627,30,6,2010,2,0,2,1,16,5,4,7,5
5130,111,6,7,289,2010-07-02 22:08:52,2010-07-02 22:08:52,7,0,0 days 00:00:00,0.0,1.7922337962962962,0.7785069444444446,2,7,2010,4,0,3,0,22,8,52,7,5
5131,3130,8,4,9308,2010-03-13 00:03:44,2010-03-13 00:03:44,4,0,2010-04-13 20:21:08,31.845416666666665,31.845532407407408,0.000115740740739,13,3,2010,5,1,1,0,0,3,44,4,7
5132,2370,6,3,7066,2010-07-26 20:35:29,2010-07-26 20:35:29,3,0,0 days 00:00:00,0.0,0.0003587962962967,0.0003587962962967,26,7,2010,0,0,3,0,20,35,29,3,5
5133,2633,9,6,7841,2010-11-19 19:50:09,2010-11-19 19:50:09,6,0,2010-11-25 18:08:56,5.9297106481481485,12.773171296296296,1.157407407426092e-05,19,11,2010,4,0,4,0,19,50,9,6,8
5134,303,6,3,854,2012-02-06 17:57:12,2012-02-06 17:57:12,3,0,0 days 00:00:00,0.0,8.101851851851846e-05,8.101851851851846e-05,6,2,2012,0,0,1,0,17,57,12,3,5
5135,1264,9,5,3729,2011-05-04 23:00:40,2011-05-04 23:00:40,5,0,2011-05-19 15:32:11,14.68855324074074,14.880763888888888,0.0017361111111107,4,5,2011,2,0,2,0,23,0,40,5,8
5136,2941,6,3,8790,2011-04-26 16:51:58,2011-04-26 16:51:58,3,0,0 days 00:00:00,0.0,0.7199884259259264,0.7199884259259264,26,4,2011,1,0,2,0,16,51,58,3,5
5137,3752,6,3,11134,2010-09-08 00:01:46,2010-09-08 00:01:46,3,0,0 days 00:00:00,0.0,9.259259259253304e-05,9.259259259253304e-05,8,9,2010,2,0,3,0,0,1,46,3,5
5138,1037,8,3,3022,2011-10-24 18:19:04,2011-10-24 18:19:04,3,0,2011-10-24 19:02:57,0.030474537037037,0.030474537037037,0.0,24,10,2011,0,0,4,0,18,19,4,3,7
5139,3275,1,4,9751,2012-01-11 17:48:44,2012-01-11 17:48:44,4,1,2012-01-11 17:52:55,0.0029050925925925,0.0653587962962963,0.0,11,1,2012,2,0,1,0,17,48,44,4,0
5140,2534,6,3,7561,2012-08-06 16:50:30,2012-08-06 16:50:30,3,0,0 days 00:00:00,0.0,0.0654976851851856,0.0654976851851856,6,8,2012,0,0,3,0,16,50,30,3,5
5141,1563,1,3,4633,2011-12-31 01:04:01,2011-12-31 01:04:01,3,1,2012-01-03 18:00:45,3.706064814814815,16.913020833333334,0.0,31,12,2011,5,1,4,1,1,4,1,3,0
5142,3318,1,4,9890,2012-06-01 21:00:10,2012-06-01 21:00:10,4,1,2012-06-01 21:07:00,0.0047453703703703,44.81206018518518,0.0,1,6,2012,4,0,2,0,21,0,10,4,0
5143,2366,8,4,7055,2012-05-29 15:03:19,2012-05-29 15:03:19,4,0,2012-06-12 16:32:52,14.0621875,22.062916666666663,0.0,29,5,2012,1,0,2,0,15,3,19,4,7
5144,3684,6,3,10921,2010-12-09 23:58:03,2010-12-09 23:58:03,3,0,0 days 00:00:00,0.0,0.000324074074074,0.000324074074074,9,12,2010,3,0,4,0,23,58,3,3,5
5145,1134,8,3,3322,2012-07-17 15:22:33,2012-07-17 15:22:33,3,0,2012-07-17 20:52:35,0.2291898148148148,0.2291898148148148,0.0,17,7,2012,1,0,3,0,15,22,33,3,7
5146,4178,6,4,12464,2011-09-02 21:19:04,2011-09-02 21:19:04,4,0,0 days 00:00:00,0.0,2.10480324074074,2.1026504629629628,2,9,2011,4,0,3,0,21,19,4,4,5
5147,3774,1,4,11200,2012-01-13 20:14:15,2012-01-13 20:14:15,4,1,2012-01-13 20:14:30,0.0001736111111111,6.210081018518519,0.0,13,1,2012,4,0,1,0,20,14,15,4,0
5148,4043,1,3,12051,2010-11-04 17:59:42,2010-11-04 17:59:42,3,1,2010-11-12 17:48:13,7.992025462962963,7.992395833333333,0.0,4,11,2010,3,0,4,0,17,59,42,3,0
5149,1885,8,4,5608,2012-06-21 15:35:18,2012-06-21 15:35:18,4,0,2012-07-06 15:14:32,14.985578703703704,15.672094907407407,0.0,21,6,2012,3,0,2,0,15,35,18,4,7
5150,459,8,3,1274,2011-10-18 17:24:51,2011-10-18 17:24:51,3,0,2011-10-18 23:36:27,0.2580555555555555,13.022395833333333,0.0,18,10,2011,1,0,4,0,17,24,51,3,7
5151,719,8,3,2036,2011-09-13 22:07:39,2011-09-13 22:07:39,3,0,2011-09-19 20:07:26,5.916516203703703,5.916516203703703,0.0,13,9,2011,1,0,3,0,22,7,39,3,7
5152,3387,6,3,10082,2012-07-10 18:42:12,2012-07-10 18:42:12,3,0,0 days 00:00:00,0.0,0.0038541666666667,0.0038541666666667,10,7,2012,1,0,3,0,18,42,12,3,5
5153,2061,8,3,6158,2012-07-16 16:05:02,2012-07-16 16:05:02,3,0,2012-07-17 16:52:44,1.033125,1.033125,0.0,16,7,2012,0,0,3,0,16,5,2,3,7
5154,3381,1,3,10060,2012-05-04 23:56:52,2012-05-04 23:56:52,3,1,2012-05-10 17:02:37,5.712326388888889,5.881875,0.0,4,5,2012,4,0,2,0,23,56,52,3,0
5155,1330,6,3,3909,2012-08-13 17:26:32,2012-08-13 17:26:32,3,0,2012-08-13 17:26:32,0.0,2.8281134259259257,0.0,13,8,2012,0,0,3,0,17,26,32,3,5
5156,1330,6,3,3910,2012-08-13 17:26:32,2012-08-13 17:26:32,3,0,0 days 00:00:00,0.0,0.0,0.0,13,8,2012,0,0,3,0,17,26,32,3,5
5157,2151,6,3,6427,2011-06-29 17:52:10,2011-06-29 17:52:10,3,0,0 days 00:00:00,0.0,0.0033217592592592,0.0033217592592592,29,6,2011,2,0,2,0,17,52,10,3,5
5158,992,6,3,2889,2010-09-02 16:05:33,2010-09-02 16:05:33,3,0,0 days 00:00:00,0.0,0.0006712962962964,0.0006712962962964,2,9,2010,3,0,3,0,16,5,33,3,5
5159,4082,1,4,12172,2012-09-11 23:56:14,2012-09-11 23:56:14,4,1,2012-09-12 21:48:45,0.9114699074074074,30.76304398148148,0.0,11,9,2012,1,0,3,0,23,56,14,4,0
5160,3657,8,3,10865,2012-09-05 18:07:53,2012-09-05 18:07:53,3,0,2012-09-25 18:02:15,19.996087962962964,19.996087962962967,0.0,5,9,2012,2,0,3,0,18,7,53,3,7
5161,600,6,3,1683,2012-07-11 17:10:08,2012-07-11 17:10:08,3,0,0 days 00:00:00,0.0,0.0288657407407404,0.0288657407407404,11,7,2012,2,0,3,0,17,10,8,3,5
5162,2723,8,5,8100,2012-06-06 23:57:04,2012-06-06 23:57:04,5,0,2012-06-07 20:43:39,0.8656828703703704,2.0253472222222224,0.0,6,6,2012,2,0,2,0,23,57,4,5,7
5163,2723,8,5,8102,2012-06-07 23:31:25,2012-06-07 23:31:25,5,0,2012-06-09 00:33:34,1.0431597222222222,1.2033680555555557,0.1165046296296297,7,6,2012,3,0,2,0,23,31,25,5,7
5164,4459,6,4,13339,2012-02-16 01:43:38,2012-02-16 01:43:38,4,0,0 days 00:00:00,0.0,2.461157407407407,2.2822222222222224,16,2,2012,3,0,1,0,1,43,38,4,5
5165,2072,6,4,6192,2010-03-24 00:27:29,2010-03-24 00:27:29,4,0,0 days 00:00:00,0.0,0.0003703703703703,0.0001967592592592,24,3,2010,2,0,1,0,0,27,29,4,5
5166,738,1,4,2095,2012-04-19 18:11:09,2012-04-19 18:11:09,4,1,2012-04-19 21:38:11,0.1437731481481481,7.931226851851852,0.0,19,4,2012,3,0,2,0,18,11,9,4,0
5167,738,1,4,2096,2012-04-19 21:38:11,2012-04-19 21:38:11,4,0,2012-04-19 21:38:20,0.0001041666666666,7.931122685185185,0.0,19,4,2012,3,0,2,0,21,38,11,4,0
5168,545,1,3,1520,2012-02-29 22:58:38,2012-02-29 22:58:38,3,1,2012-03-01 00:33:17,0.0657291666666666,0.0776736111111111,0.0,29,2,2012,2,0,1,0,22,58,38,3,0
5169,2864,1,3,8551,2011-01-10 19:55:39,2011-01-10 19:55:39,3,1,2011-01-18 01:19:26,7.224849537037037,14.048530092592593,0.0,10,1,2011,0,0,1,0,19,55,39,3,0
5170,677,8,4,1910,2011-12-29 18:41:34,2011-12-29 18:41:34,4,0,2011-12-29 22:43:25,0.1679513888888889,10.065625,0.1679513888888895,29,12,2011,3,0,4,0,18,41,34,4,7
